"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met325","dimethyl sulfone","Xenobiotics","Chemical",43424,"LC/MS Pos Early",100004284,832,95.01613,"67-71-0",6213,"C11142","HMDB01539"
"met326","dimethylarginine (SDMA + ADMA)","Amino Acid","Urea cycle; Arginine and Proline Metabolism",36808,"LC/MS Pos Early",100001810,2850,203.15026,"102783-24-4",123831,"C03626","HMDB00092"
"met327","dimethylglycine","Amino Acid","Glycine, Serine and Threonine Metabolism",5086,"LC/MS Pos Early",806,1104,104.07061,"1118-68-9",673,"C01026","HMDB61714"
"met328","docosadienoate (22:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32415,"LC/MS Neg",100001182,6034,335.29555,"7370-49-2",5282807,"C16533",""
"met329","docosadioate","Lipid","Fatty Acid, Dicarboxylate",39837,"LC/MS Neg",100002952,5291.8,369.30103,"505-56-6",244872,"C19625","HMDB02183"
"met330","docosahexaenoate (DHA; 22:6n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",44675,"LC/MS Neg",100000665,5525,327.23295,"6217-54-5",445580,"C06429",""
"met331","docosahexaenoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53263,"LC/MS Pos Late",100009333,1378,414.33666,"",NA,"","HMDB06528"
"met332","docosapentaenoate (n3 DPA; 22:5n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32504,"LC/MS Neg",100001181,5571,329.2486,"2234-74-4",6441454,"C16513","HMDB01976"
"met333","docosapentaenoate (n6 DPA; 22:5n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",37478,"LC/MS Neg",100001580,5624.5,329.2486,"25182-74-5",6441454,"C16513","HMDB02823"
"met334","docosatrienoate (22:3n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32417,"LC/MS Neg",100001195,5823,333.2799,"59708-86-0",5312556,"C16534",""
"met335","docosatrienoate (22:3n6)*","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57467,"LC/MS Neg",100015762,5850,333.27989,"",NA,"","HMDB00623"
"met336","dodecanedioate","Lipid","Fatty Acid, Dicarboxylate",32388,"LC/MS Neg",100001102,2990,229.14453,"693-23-2",12736,"C02678","HMDB06275"
"met337","dopamine 3-O-sulfate","Amino Acid","Tyrosine Metabolism",48407,"LC/MS Neg",100006361,1556.2,232.02845,"",122136,"C13690",""
"met338","ectoine","Xenobiotics","Chemical",35651,"LC/MS Pos Early",100001635,1980,143.08151,"96702-03-3",126041,"C06231",""
"met339","eicosanodioate","Lipid","Fatty Acid, Dicarboxylate",39831,"LC/MS Neg",100002951,5200.9,341.26973,"2424-92-2",75502,"","HMDB01999"
"met340","eicosapentaenoate (EPA; 20:5n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",18467,"LC/MS Neg",2050,5450,301.2173,"10-2005-9;10417-94-4",446284,"C06428","HMDB02231"
"met341","eicosenoate (20:1)","Lipid","Long Chain Fatty Acid",33587,"LC/MS Neg",100001335,5950,309.2799,"",5282768,"C16526",""
"met342","eicosenoylcarnitine (C20:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57519,"LC/MS Pos Late",100015838,1484,454.38909,"",NA,"",""
"met343","equol sulfate","Xenobiotics","Food Component/Plant",40478,"LC/MS Neg",100003429,3630,321.04383,"",NA,"","HMDB03045"
"met344","ergothioneine","Xenobiotics","Food Component/Plant",37459,"LC/MS Pos Early",100002154,850,230.09578,"58511-63-0",3032311,"C05570","HMDB02068"
"met345","erucate (22:1n9)","Lipid","Long Chain Fatty Acid",1552,"LC/MS Neg",1087,6355.6,337.3112,"112-86-7",5281116,"C08316",""
"met346","erucoylcarnitine (C22:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57525,"LC/MS Pos Late",100015841,1535,482.4204,"",NA,"","HMDB02994"
"met347","erythritol","Xenobiotics","Food Component/Plant",20699,"LC/MS Polar",100000846,1491,167.05611,"149-32-6",222285,"C00503","HMDB00613"
"met348","erythronate*","Carbohydrate","Aminosugar Metabolism",42420,"LC/MS Polar",100001320,2186,135.02989,"88759-55-1",2781043,"","HMDB00622"
"met349","ethylmalonate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",15765,"LC/MS Polar",2054,2785,131.03498,"601-75-2",11756,"",""
"met350","eugenol sulfate","Xenobiotics","Food Component/Plant",48715,"LC/MS Neg",100006171,3782,243.03326,"95480-60-7",180632,"",""
"met351","felinine","Amino Acid","Felinine Metabolism",33468,"LC/MS Neg",100001312,1800,206.08563,"471-09-0",164607,"","HMDB29200"
"met352","ferulic acid 4-sulfate","Xenobiotics","Food Component/Plant",47114,"LC/MS Neg",100005389,1200,273.00744,"86321-29-1",6305574,"","HMDB00854"
"met353","formiminoglutamate","Amino Acid","Histidine Metabolism",43493,"LC/MS Pos Early",100002500,1880,175.07134,"816-90-0",439233,"C00439","HMDB00660"
"met354","fructose","Carbohydrate","Fructose, Mannose and Galactose Metabolism",577,"LC/MS Polar",878,2065,179.05611,"57-48-7",5984,"C00095","HMDB00134"
"met355","fumarate","Energy","TCA Cycle",1643,"LC/MS Polar",330,3084,115.00368,"100-17-8",444972,"C00122",""
"met356","furaneol sulfate","Xenobiotics","Food Component/Plant",54795,"LC/MS Neg",100009328,1900,206.99688,"",NA,"","HMDB00107"
"met357","galactitol (dulcitol)","Carbohydrate","Fructose, Mannose and Galactose Metabolism",1117,"LC/MS Polar",1003,2360,181.07176,"608-66-2",11850,"C01697","HMDB00565"
"met358","galactonate","Carbohydrate","Fructose, Mannose and Galactose Metabolism",27719,"LC/MS Polar",100001026,3085,195.05102,"299-28-5",128869,"C00880",""
"met359","gamma-glutamyl-2-aminobutyrate","Peptide","Gamma-glutamyl Amino Acid",37092,"LC/MS Pos Early",100001502,2380,233.1132,"16869-42-4",NA,"","HMDB29142"
"met360","gamma-glutamylalanine","Peptide","Gamma-glutamyl Amino Acid",37063,"LC/MS Pos Early",100001843,1986,219.09755,"5875-41-2",440103,"",""
"met361","gamma-glutamyl-alpha-lysine","Peptide","Gamma-glutamyl Amino Acid",55015,"LC/MS Pos Early",100010901,2784,276.1554,"",65254,"","HMDB03869"
"met362","gamma-glutamyl-epsilon-lysine","Peptide","Gamma-glutamyl Amino Acid",33934,"LC/MS Pos Early",100001262,2717,276.1554,"17105-15-6",7015685,"",""
"met363","gamma-glutamylfelinylglycine*","Amino Acid","Felinine Metabolism",33466,"LC/MS Pos Early",100001319,2575,394.16425,"",NA,"","HMDB11737"
"met364","gamma-glutamylglutamate","Peptide","Gamma-glutamyl Amino Acid",36738,"LC/MS Pos Early",331,1775,277.10303,"1116-22-9",92865,"C05282","HMDB11738"
"met365","gamma-glutamylglutamine","Peptide","Gamma-glutamyl Amino Acid",2730,"LC/MS Pos Early",1140,1430,276.11902,"10148-81-9",150914,"C05283","HMDB11667"
"met366","gamma-glutamylglycine","Peptide","Gamma-glutamyl Amino Acid",33949,"LC/MS Pos Early",100001294,1535,205.0819,"1948-29-4",165527,"",""
"met367","gamma-glutamylhistidine","Peptide","Gamma-glutamyl Amino Acid",18245,"LC/MS Pos Early",1235,2740,285.11935,"37460-15-4",7017195,"","HMDB11170"
"met368","gamma-glutamylisoleucine*","Peptide","Gamma-glutamyl Amino Acid",34456,"LC/MS Pos Early",100001485,2940,261.1445,"",14253342,"","HMDB11171"
"met369","gamma-glutamylleucine","Peptide","Gamma-glutamyl Amino Acid",18369,"LC/MS Pos Early",1268,2991,261.1445,"2566-39-4",151023,"","HMDB29155"
"met370","gamma-glutamylmethionine","Peptide","Gamma-glutamyl Amino Acid",44872,"LC/MS Pos Early",100001313,2640,279.10092,"17663-87-5",7009567,"","HMDB00594"
"met371","gamma-glutamylphenylalanine","Peptide","Gamma-glutamyl Amino Acid",33422,"LC/MS Pos Early",100000491,2992,295.12885,"7432-24-8",111299,"",""
"met372","gamma-glutamylserine","Peptide","Gamma-glutamyl Amino Acid",54914,"LC/MS Pos Early",100009231,1351,235.09247,"5875-35-4",NA,"","HMDB29159"
"met373","gamma-glutamylthreonine","Peptide","Gamma-glutamyl Amino Acid",33364,"LC/MS Pos Early",100001314,1750,249.10812,"5652-48-2",76078708,"","HMDB29160"
"met374","gamma-glutamyltryptophan","Peptide","Gamma-glutamyl Amino Acid",33947,"LC/MS Pos Early",100001295,2975,334.13975,"66471-20-3",3989307,"","HMDB11741"
"met375","gamma-glutamyltyrosine","Peptide","Gamma-glutamyl Amino Acid",2734,"LC/MS Pos Early",1102,2518,311.12377,"7432-23-7",94340,"","HMDB11172"
"met376","gamma-glutamylvaline","Peptide","Gamma-glutamyl Amino Acid",43829,"LC/MS Pos Early",100001126,2700,247.12885,"2746-34-1",7015683,"",""
"met377","gamma-tocopherol/beta-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism",52473,"LC/MS Pos Late",100008998,2384,416.36427,"",NA,"","HMDB00625"
"met378","gluconate","Xenobiotics","Food Component/Plant",587,"LC/MS Polar",338,2922,195.05102,"527-07-1",10690,"C00257","HMDB00122"
"met379","glucose","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,"LC/MS Polar",572,2342,225.06159,"50-99-7",79025,"C00031","HMDB00127"
"met380","glucuronate","Carbohydrate","Aminosugar Metabolism",15443,"LC/MS Polar",100000257,3233.3,193.03537,"207300-70-7",444791,"C00191","HMDB00148"
"met381","glutamate","Amino Acid","Glutamate Metabolism",57,"LC/MS Pos Early",561,1500,148.06044,"56-86-0",611,"C00025","HMDB00641"
"met382","glutamine","Amino Acid","Glutamate Metabolism",53,"LC/MS Pos Early",563,1291,147.07642,"56-85-9",5961,"C00064","HMDB00661"
"met383","glutarate (pentanedioate)","Lipid","Fatty Acid, Dicarboxylate",396,"LC/MS Polar",339,2900,131.03498,"110-94-1",743,"C00489","HMDB13130"
"met384","glutarylcarnitine (C5-DC)","Amino Acid","Lysine Metabolism",44664,"LC/MS Pos Early",100001593,2393,276.14417,"102636-82-8",71464488,"","HMDB03337"
"met385","glutathione, oxidized (GSSG)","Amino Acid","Glutathione Metabolism",27727,"LC/MS Pos Early",448,2667,613.15925,"103239-24-3",65359,"C00127","HMDB00139"
"met386","glycerate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,"LC/MS Polar",1052,2070.4,105.01933,"600-19-1",752,"C00258","HMDB00131"
"met387","glycerol","Lipid","Glycerolipid Metabolism",15122,"LC/MS Neg",1254,758,91.04007,"56-81-5",753,"C00116","HMDB00126"
"met388","glycerol 3-phosphate","Lipid","Glycerolipid Metabolism",43847,"LC/MS Pos Early",100000258,580,173.02095,"29849-82-9",754,"C00093","HMDB00114"
"met389","glycerophosphoethanolamine","Lipid","Phospholipid Metabolism",37455,"LC/MS Polar",100001620,3075,214.04859,"33049-08-0",123874,"C01233",""
"met390","glycerophosphoglycerol","Lipid","Glycerolipid Metabolism",48857,"LC/MS Polar",100001619,2430,245.04317,"",439964,"C03274",""
"met391","glycerophosphoinositol*","Lipid","Phospholipid Metabolism",47155,"LC/MS Polar",100001621,3850,333.05922,"16824-65-0",167572,"","HMDB00086"
"met392","glycerophosphorylcholine (GPC)","Lipid","Phospholipid Metabolism",15990,"LC/MS Pos Early",100000269,672,258.1101,"28319-77-9",71920,"C00670",""
"met393","glycerophosphoserine*","Lipid","Phospholipid Metabolism",57404,"LC/MS Pos Early",100015666,577,260.05298,"",3081457,"","HMDB00123"
"met394","glycine","Amino Acid","Glycine, Serine and Threonine Metabolism",58,"LC/MS Pos Early",340,1375,76.03931,"56-40-6",750,"C00037","HMDB00637"
"met395","glycochenodeoxycholate","Lipid","Primary Bile Acid Metabolism",32346,"LC/MS Neg",1628,5236.1,448.30684,"16564-43-5",12544,"C05466",""
"met396","glycochenodeoxycholate sulfate","Lipid","Primary Bile Acid Metabolism",52974,"LC/MS Neg",100006641,4820,263.62819,"",NA,"",""
"met397","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","Lipid","Ceramides",57595,"LC/MS Pos Late",100015882,3414,756.6348,"",NA,"",""
"met398","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Ceramides",57453,"LC/MS Pos Late",100015745,3380,808.66609,"",NA,"",""
"met399","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*","Lipid","Ceramides",57444,"LC/MS Pos Late",100015752,3839,826.67665,"",NA,"",""
"met400","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",53013,"LC/MS Pos Late",100009272,2623,700.5722,"",NA,"",""
"met401","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Ceramides",52234,"LC/MS Pos Late",100001882,3053,728.6035,"",NA,"","HMDB00759"
"met402","glycylleucine","Peptide","Dipeptide",34398,"LC/MS Pos Early",100001258,3059,189.12337,"869-19-2",92843,"C02155","HMDB28854"
"met403","glycylvaline","Peptide","Dipeptide",18357,"LC/MS Pos Early",100000487,2734,175.10772,"1963-21-9",97417,"","HMDB00128"
"met404","guanidinoacetate","Amino Acid","Creatine Metabolism",43802,"LC/MS Polar",344,2884,116.04655,"352-97-6",763,"C00581","HMDB03157"
"met405","guanidinosuccinate","Amino Acid","Guanidino and Acetamido Metabolism",32446,"LC/MS Polar",100001212,3550,174.05203,"6133-30-8",97856,"C03139","HMDB00132"
"met406","guanine","Nucleotide","Purine Metabolism, Guanine containing",32352,"LC/MS Pos Early",172,2032,152.05669,"73-40-5",764,"C00242","HMDB00133"
"met407","guanosine","Nucleotide","Purine Metabolism, Guanine containing",1573,"LC/MS Neg",1099,1662,282.08439,"118-00-3",6802,"C00387","HMDB03290"
"met408","gulonate*","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",46957,"LC/MS Polar",100001586,2750,195.05102,"20246-53-1",9794176,"C00257","HMDB03178"
"met409","heme","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",41754,"LC/MS Pos Late",100001386,1124,616.1762,"14875-96-8",26945,"C00032","HMDB00477"
"met410","hexadecadienoate (16:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57652,"LC/MS Neg",100009394,5398,251.20165,"28290-73-5",NA,"","HMDB00672"
"met411","hexadecanedioate","Lipid","Fatty Acid, Dicarboxylate",35678,"LC/MS Neg",100001614,4615,285.20713,"505-54-4",10459,"C19615",""
"met412","hexadecatrienoate (16:3n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",57651,"LC/MS Neg",100009393,5330,249.186,"7561-64-0",5312428,"","HMDB00705"
"met413","hexanoylcarnitine (C6)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",32328,"LC/MS Pos Early",100000781,3308,260.18564,"6920-35-0",6426853,"","HMDB00701"
"met414","hexanoylglycine","Lipid","Fatty Acid Metabolism(Acyl Glycine)",35436,"LC/MS Neg",100001527,2900,172.09791,"24003-67-6",99463,"","HMDB00714"
"met415","hippurate","Xenobiotics","Benzoate Metabolism",15753,"LC/MS Neg",100000014,2106.9,178.05096,"495-69-2",464,"C01586","HMDB00870"
"met416","histamine","Amino Acid","Histidine Metabolism",1574,"LC/MS Pos Early",354,3035,112.08693,"51-45-6",774,"C00388","HMDB00177"
"met417","histidine","Amino Acid","Histidine Metabolism",59,"LC/MS Neg",355,755.9,154.0622,"5934-29-2",6274,"C00135","HMDB00670"
"met418","homoarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",22137,"LC/MS Pos Early",100000961,2882,189.13461,"156-86-5",9085,"C01924","HMDB00679"
"met419","homocitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",22138,"LC/MS Pos Early",100000963,1908,190.11862,"1190-49-4",65072,"C02427","HMDB33433"
"met420","homostachydrine*","Xenobiotics","Food Component/Plant",33009,"LC/MS Pos Early",100001550,1750,158.11756,"1195-94-4",441447,"C08283","HMDB01212"
"met421","hydantoin-5-propionic acid","Amino Acid","Histidine Metabolism",40473,"LC/MS Polar",100002514,2080,171.04113,"5624-26-0",782,"C05565","HMDB02434"
"met422","hydroquinone sulfate","Xenobiotics","Drug",35322,"LC/MS Neg",100001604,1395,188.98631,"123-31-9",161220,"C00530","HMDB00725"
"met423","trans-4-hydroxyproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",32306,"LC/MS Pos Early",1001,1064,132.06552,"51-35-4",5810,"C01157","HMDB00965"
"met424","hypotaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",590,"LC/MS Pos Early",358,724,110.02703,"300-84-5",107812,"C00519","HMDB00157"
"met425","hypoxanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,"LC/MS Neg",171,1291.2,135.03123,"68-94-0",790,"C00262","HMDB02320"
"met426","imidazole lactate","Amino Acid","Histidine Metabolism",15716,"LC/MS Pos Early",100000263,2040,157.06077,"14403-45-3",440129,"C05568","HMDB02271"
"met427","imidazole propionate","Amino Acid","Histidine Metabolism",40730,"LC/MS Pos Early",100003434,2263,141.06586,"1074-59-5",70630,"","HMDB00197"
"met428","indoleacetate","Amino Acid","Tryptophan Metabolism",27513,"LC/MS Neg",100001034,2200,174.05605,"6505-45-9",802,"C00954",""
"met429","indoleacetylglycine","Amino Acid","Tryptophan Metabolism",54730,"LC/MS Neg",100006730,2610,231.07751,"",446640,"","HMDB00734"
"met430","indoleacrylate","Xenobiotics","Food Component/Plant",22114,"LC/MS Neg",100000800,2511,186.05605,"1204-06-4",15030923,"","HMDB00671"
"met431","indolelactate","Amino Acid","Tryptophan Metabolism",18349,"LC/MS Pos Early",100000463,2600,206.08117,"832-97-3",92904,"C02043","HMDB02302"
"met432","indolepropionate","Amino Acid","Tryptophan Metabolism",32405,"LC/MS Pos Early",100001083,3205,190.08626,"830-96-6",3744,"",""
"met433","indolin-2-one","Xenobiotics","Food Component/Plant",43374,"LC/MS Pos Early",100004318,2575,134.06004,"59-48-3",321710,"C12312","HMDB00195"
"met434","inosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,"LC/MS Neg",361,1602.1,267.07349,"58-63-9",6021,"C00294","HMDB00175"
"met435","inosine 5'-monophosphate (IMP)","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",2133,"LC/MS Pos Early",362,650,349.05438,"4691-65-0",8582,"C00130","HMDB00736"
"met436","isobutyrylcarnitine (C4)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",33441,"LC/MS Pos Early",100001055,2810,232.15434,"25518-49-4",168379,"","HMDB00730"
"met437","isobutyrylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35437,"LC/MS Neg",100001590,1420,144.06661,"15926-18-8",10855600,"",""
"met438","isoeugenol sulfate","Xenobiotics","Food Component/Plant",48997,"LC/MS Neg",100006089,3893,243.03326,"",NA,"","HMDB00172"
"met439","isoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1125,"LC/MS Pos Early",376,2800,132.10191,"73-32-5",6306,"C00407","HMDB28907"
"met440","isoleucylglycine","Peptide","Dipeptide",40008,"LC/MS Neg",100003169,1992,187.10881,"868-28-0",342532,"","HMDB00718"
"met441","isovalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",44656,"LC/MS Neg",100000708,1564,101.0608,"503-74-2",10430,"C08262","HMDB00688"
"met442","isovalerylcarnitine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",34407,"LC/MS Pos Early",100001393,3085,246.16999,"31023-24-2",6426851,"","HMDB00678"
"met443","isovalerylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35107,"LC/MS Neg",100001452,1950,158.08226,"16284-60-9",546304,"","HMDB00715"
"met444","kynurenate","Amino Acid","Tryptophan Metabolism",1417,"LC/MS Neg",98,2224,188.03531,"492-27-3",3845,"C01717","HMDB00684"
"met445","kynurenine","Amino Acid","Tryptophan Metabolism",15140,"LC/MS Pos Early",100000265,2739,209.09207,"2922-83-0",161166,"C00328","HMDB00190"
"met446","lactate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,"LC/MS Neg",482,681.6,89.02442,"79-33-4",612,"C00186",""
"met447","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",53010,"LC/MS Pos Late",100009030,2527,862.62502,"4201-62-1",NA,"",""
"met448","lanthionine","Xenobiotics","Chemical",42002,"LC/MS Pos Early",100003892,1730,209.05906,"8/2/83",98504,"","HMDB00638"
"met449","laurate (12:0)","Lipid","Medium Chain Fatty Acid",1645,"LC/MS Neg",181,5300,199.17035,"143-07-7",3893,"C02679","HMDB02250"
"met450","laurylcarnitine (C12)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",34534,"LC/MS Pos Late",100001392,1235,344.27954,"25518-54-1",10427569,"","HMDB00687"
"met451","leucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",60,"LC/MS Pos Early",397,2864,132.10191,"61-90-5",6106,"C00123","HMDB28929"
"met452","leucylglycine","Peptide","Dipeptide",40045,"LC/MS Pos Early",100003185,2778,189.12337,"686-50-0",79070,"",""
"met453","lignoceroyl sphingomyelin (d18:1/24:0)","Lipid","Sphingolipid Metabolism",57330,"LC/MS Pos Late",100006298,3437,815.70006,"60037-60-7",NA,"",""
"met454","lignoceroylcarnitine (C24)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57515,"LC/MS Pos Late",100015834,1603,512.46733,"",NA,"","HMDB00673"
"met455","linoleate (18:2n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",1105,"LC/MS Neg",180,5535,279.23295,"60-33-3",5280450,"C01595","HMDB03073"
"met456","linolenate [alpha or gamma; (18:3n3 or 6)]","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",34035,"LC/MS Neg",100001337,5450,277.2173,"",5280934,"C06426",""
"met457","linolenoylcarnitine (C18:3)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57511,"LC/MS Pos Late",100015831,1310,422.32649,"",NA,"","HMDB12252"
"met458","linoleoyl ethanolamide","Lipid","Endocannabinoid",52608,"LC/MS Neg",100006726,6150,322.27515,"68171-52-8",5283446,"","HMDB07257"
"met459","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","Lipid","Diacylglycerol",54955,"LC/MS Pos Late",100010922,2566,658.54051,"",NA,"","HMDB07257"
"met460","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","Lipid","Diacylglycerol",54956,"LC/MS Pos Late",100010923,2624,658.54051,"",NA,"","HMDB06469"
"met461","linoleoylcarnitine (C18:2)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",46223,"LC/MS Pos Late",100003151,1430,424.34214,"36816-10-1",6450015,"",""
"met462","linoleoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)",57463,"LC/MS Pos Late",100015760,1388,366.33666,"",NA,"","HMDB07248"
"met463","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","Lipid","Diacylglycerol",54968,"LC/MS Pos Late",100010941,2689,634.54051,"",NA,"","HMDB00182"
"met464","lysine","Amino Acid","Lysine Metabolism",1301,"LC/MS Pos Early",407,2850,147.11281,"56-87-1",5962,"C00047","HMDB00156"
"met465","malate","Energy","TCA Cycle",1303,"LC/MS Neg",409,615.6,133.01425,"6915-15-7",525,"C00149","HMDB00176"
"met466","maleate","Lipid","Fatty Acid, Dicarboxylate",20676,"LC/MS Polar",100000707,2510,115.00368,"110-16-7",444266,"C01384","HMDB00691"
"met467","malonate","Lipid","Fatty Acid Synthesis",15872,"LC/MS Neg",818,612,103.00368,"141-82-2;26522-22-85-0",867,"C00383","HMDB02095"
"met468","malonylcarnitine","Lipid","Fatty Acid Synthesis",37059,"LC/MS Pos Early",100001526,2086,248.11287,"853728-01-5",22833583,"","HMDB00247"
"met469","mannitol/sorbitol","Carbohydrate","Fructose, Mannose and Galactose Metabolism",46142,"LC/MS Polar",100001740,2320,181.07176,"",5780,"C00794","HMDB00169"
"met470","mannose","Carbohydrate","Fructose, Mannose and Galactose Metabolism",48153,"LC/MS Polar",803,2200,225.06159,"3458-28-4",18950,"C00159","HMDB02259"
"met471","margarate (17:0)","Lipid","Long Chain Fatty Acid",1121,"LC/MS Neg",891,5731,269.2486,"506-12-7",10465,"","HMDB06210"
"met472","margaroylcarnitine*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57512,"LC/MS Pos Late",100004054,1424,414.35779,"106182-29-0",NA,"","HMDB10378"
"met473","mead acid (20:3n9)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",35174,"LC/MS Neg",100001472,5650,305.2486,"20590-32-3",5312531,"","HMDB00696"
"met474","methionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1302,"LC/MS Pos Early",415,2526,150.05833,"63-68-3",6137,"C00073",""
"met475","methionine sulfone","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",44878,"LC/MS Pos Early",100004635,1250,182.04816,"820-10-0",69961,"","HMDB02005"
"met476","methionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",18374,"LC/MS Pos Early",100000039,1272,166.05325,"3226-65-1",158980,"C02989",""
"met477","methyl glucopyranoside (alpha + beta)","Xenobiotics","Food Component/Plant",46144,"LC/MS Pos Early",100005864,832,212.11268,"",NA,"",""
"met478","methyl-4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism",48429,"LC/MS Neg",100006116,2873,230.99688,"",NA,"","HMDB00202"
"met479","methylmalonate (MMA)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1496,"LC/MS Polar",418,3078.4,117.01933,"516-05-2",487,"C02170",""
"met480","15-methylpalmitate","Lipid","Fatty Acid, Branched",38768,"LC/MS Neg",100002945,5695,269.24868,"",17903417,"","HMDB01844"
"met481","methylsuccinate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",15745,"LC/MS Polar",2051,2800,131.03498,"498-21-5",10349,"","HMDB00227"
"met482","mevalonate","Lipid","Mevalonate Metabolism",39583,"LC/MS Polar",30,1462,147.06628,"96949-03-0",439230,"C02104","HMDB06024"
"met483","mevalonolactone","Lipid","Mevalonate Metabolism",48118,"LC/MS Pos Early",100000772,1375,131.07027,"674-26-0",10428,"","HMDB00211"
"met484","myo-inositol","Lipid","Inositol Metabolism",1124,"LC/MS Polar",363,3506.3,225.06159,"87-89-8",892,"C00137","HMDB00806"
"met485","myristate (14:0)","Lipid","Long Chain Fatty Acid",1365,"LC/MS Neg",519,5440,227.20165,"544-63-8",11005,"C06424","HMDB02000"
"met486","myristoleate (14:1n5)","Lipid","Long Chain Fatty Acid",32418,"LC/MS Neg",100001198,5346.9,225.186,"544-64-9",5281119,"C08322",""
"met487","myristoleoylcarnitine (C14:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",48182,"LC/MS Pos Late",100006051,1316,370.29471,"889848-55-9",90659872,"","HMDB12085"
"met488","myristoyl dihydrosphingomyelin (d18:0/14:0)*","Lipid","Sphingolipid Metabolism",57365,"LC/MS Pos Late",100009038,2060,677.5592,"",NA,"","HMDB05066"
"met489","myristoylcarnitine (C14)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",33952,"LC/MS Pos Late",100001270,1350,372.31084,"18822-89-4",6426854,"","HMDB01276"
"met490","N('1)-acetylspermidine","Amino Acid","Polyamine Metabolism",57689,"LC/MS Pos Early",187,3075,188.17574,"14278-49-0",496,"C00612","HMDB00439"
"met491","N-(2-furoyl)glycine","Xenobiotics","Food Component/Plant",31536,"LC/MS Neg",100001086,1525,168.03023,"5657-19-2;5657-19-2",21863,"","HMDB04193"
